symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
AMD1	0.57267	7.9887	2.7485	0.02355	0.094586	-3.995
ZNF137P	-0.35465	3.9183	-2.7484	0.023553	0.094586	-3.9952
CCL2	1.7203	10.646	2.7478	0.023577	0.094637	-3.9962
ID2	0.3278	2.46	2.7474	0.02359	0.094645	-3.9967
HRSP12	-0.75796	6.7254	-2.7466	0.023622	0.094729	-3.9981
MYCL	-0.76124	5.0429	-2.7462	0.023637	0.094744	-3.9987
XPOT	0.46709	7.5109	2.744	0.023719	0.09503	-4.0022
CD247	1.1858	5.7716	2.7433	0.023744	0.095074	-4.0033
S100A9	1.2314	9.5298	2.7431	0.023752	0.095074	-4.0036
PTS	1.0943	6.0396	2.7403	0.023859	0.095457	-4.0081
TRADD	-0.22065	5.922	-2.7394	0.023895	0.095558	-4.0096
RGS2	1.8712	8.2829	2.7375	0.023968	0.095805	-4.0127
AASS	0.29665	3.7178	2.7355	0.024044	0.096064	-4.0159
MYO1E	-0.54741	6.6511	-2.7349	0.024065	0.096085	-4.0168
CTC-428G20.3	-0.2477	6.895	-2.7348	0.024071	0.096085	-4.017
ITSN2	0.35016	6.5033	2.7339	0.024105	0.096173	-4.0184
PPFIBP2	-0.65903	6.7736	-2.7329	0.024146	0.09626	-4.0201
GABARAPL2	0.34166	9.5258	2.7328	0.024149	0.09626	-4.0202
SULT2A1	0.21608	3.7809	2.7324	0.024164	0.096277	-4.0209
DRG2	-0.32104	6.8574	-2.7316	0.024195	0.096315	-4.0222
B3GALT2	0.30951	2.4809	2.7316	0.024196	0.096315	-4.0222
C2orf27A	-0.21469	2.3567	-2.7303	0.024245	0.096465	-4.0242
MTF1	0.67434	6.8306	2.7291	0.024293	0.096611	-4.0262
MYH9	-0.37006	9.105	-2.7285	0.024315	0.096653	-4.0271
IDS	0.29225	6.6222	2.7272	0.024367	0.096816	-4.0293
ANPEP	-0.87276	9.5282	-2.7249	0.024456	0.097128	-4.033
CCL16	0.39169	5.2725	2.7222	0.024559	0.097491	-4.0372
ASXL1	-0.31851	5.4317	-2.7203	0.024634	0.097744	-4.0402
APEX2	-0.26154	6.605	-2.7188	0.024693	0.097933	-4.0426
CSNK2A1	0.28403	6.9718	2.7176	0.024742	0.098051	-4.0446
SLC9A3	-0.25286	5.2129	-2.7175	0.024746	0.098051	-4.0448
DDOST	-0.62881	9.8136	-2.715	0.024844	0.098393	-4.0487
UBE2L6	0.5206	7.9891	2.7144	0.024869	0.098424	-4.0497
SDC3	-0.6417	8.5821	-2.7142	0.024876	0.098424	-4.05
RECQL5	-0.36724	4.5434	-2.714	0.024886	0.098424	-4.0504
ZNF365	0.65201	3.2256	2.7128	0.024934	0.098569	-4.0523
UFD1L	0.63617	7.5906	2.7124	0.024948	0.098579	-4.0529
PTPN22	1.4215	5.687	2.7117	0.024977	0.098623	-4.0541
POLR2I	-0.52505	6.9274	-2.7116	0.024982	0.098623	-4.0543
ORC5	-0.3989	3.9404	-2.7113	0.024994	0.098625	-4.0548
FGFR1	0.29659	7.4855	2.7108	0.025012	0.098651	-4.0555
NMNAT2	0.2596	4.2926	2.7091	0.025083	0.098886	-4.0583
KCNJ5	-0.9865	5.4386	-2.7084	0.02511	0.098947	-4.0594
TMEM41B	-0.7656	5.9698	-2.707	0.025166	0.099122	-4.0616
MLC1	-0.21569	4.7795	-2.7066	0.02518	0.099133	-4.0622
EIF3H	0.31848	9.2466	2.7061	0.025203	0.099178	-4.0631
RGS10	0.41422	7.07	2.7055	0.025225	0.09922	-4.064
AFP	0.24598	4.0966	2.7047	0.02526	0.099313	-4.0654
CES2	-0.36596	4.8545	-2.7021	0.025362	0.099668	-4.0694
ARHGEF2	-0.7026	7.1868	-2.6999	0.025452	0.099975	-4.073
FTH1	0.40714	11.714	2.6967	0.025586	0.10045	-4.0782
MPDU1	-0.47808	6.9427	-2.6946	0.025669	0.10074	-4.0815
SLC2A4	0.27149	5.2806	2.6942	0.025685	0.10075	-4.0821
NEDD4L	0.26135	4.7548	2.6938	0.025704	0.10078	-4.0828
EID1	-0.37197	6.9929	-2.6914	0.0258	0.10109	-4.0866
LIN37	-0.27972	6.4282	-2.6913	0.025807	0.10109	-4.0868
DVL3	-0.31051	6.5745	-2.6904	0.025846	0.1012	-4.0883
SEC24A	0.69464	6.9948	2.6901	0.025857	0.1012	-4.0888
MAP3K4	-0.47738	5.3256	-2.6885	0.025922	0.10141	-4.0913
IFITM1	1.3288	8.0157	2.6876	0.025959	0.1015	-4.0927
DLG4	-0.33189	6.0034	-2.6861	0.026021	0.1017	-4.0951
PLEKHO2	-0.58219	8.465	-2.6841	0.026104	0.10198	-4.0983
AP2A2	-0.33982	8.8937	-2.6807	0.02625	0.10244	-4.1039
MADD	-0.20296	7.5921	-2.6805	0.026256	0.10244	-4.1041
NENF	0.25394	5.8069	2.6805	0.026257	0.10244	-4.1041
C5orf45	0.52157	6.673	2.6793	0.026308	0.10252	-4.1061
ZNF248	-0.27619	4.1369	-2.6793	0.026309	0.10252	-4.1061
EIF5B	0.97465	5.6092	2.6791	0.026315	0.10252	-4.1063
MERTK	-1.034	6.9438	-2.6782	0.026353	0.10263	-4.1078
PIK3R2	-0.3039	6.2595	-2.677	0.026406	0.10275	-4.1098
SP110	-0.75384	6.2599	-2.6767	0.026418	0.10275	-4.1103
PSTPIP1	-0.50473	5.2293	-2.6766	0.026421	0.10275	-4.1104
SLPI	0.84571	6.2832	2.6755	0.026469	0.10289	-4.1122
WIPI2	-0.55011	7.0032	-2.6745	0.026512	0.10301	-4.1138
NPM1	0.35654	10.341	2.674	0.026531	0.10304	-4.1145
C14orf132	0.31001	5.2147	2.6723	0.026605	0.10328	-4.1173
SCARF1	0.71625	3.3307	2.6718	0.026624	0.10331	-4.118
FKBP2	-0.53308	8.3823	-2.6698	0.026712	0.10358	-4.1214
PDZD2	0.23579	3.0149	2.6696	0.026717	0.10358	-4.1215
GLMN	0.41373	4.2449	2.668	0.026788	0.10381	-4.1242
ZNF8	-0.26193	4.3141	-2.6673	0.026819	0.10388	-4.1253
SEC14L5	0.2924	3.9369	2.6668	0.026839	0.10391	-4.1261
BCKDK	-0.37026	6.8849	-2.6633	0.026989	0.10444	-4.1317
ERI2	-0.35703	3.8332	-2.6631	0.027	0.10444	-4.1321
C5orf30	0.30197	4.9546	2.6616	0.027066	0.10462	-4.1345
EIF4H	0.37312	9.033	2.6614	0.027072	0.10462	-4.1347
NRF1	-0.19947	5.549	-2.6609	0.027094	0.10466	-4.1355
HSD11B1	0.32907	5.6524	2.6599	0.027137	0.10474	-4.1371
CRYM	0.25495	5.3808	2.6599	0.027138	0.10474	-4.1372
RABAC1	-0.69188	9.0442	-2.6595	0.027155	0.10476	-4.1378
PPIC	0.3235	3.5474	2.6591	0.027173	0.10478	-4.1385
PVRL3	0.24052	3.0982	2.6588	0.027185	0.10478	-4.1389
DNAJC7	-0.18836	6.3804	-2.6577	0.027234	0.1049	-4.1407
GOLGA2	-0.37879	6.485	-2.6575	0.027241	0.1049	-4.1409
CDH11	0.32987	2.9703	2.6566	0.027281	0.10497	-4.1424
WWOX	-0.28579	5.6544	-2.6563	0.027293	0.10497	-4.1429
C7	0.27141	4.0782	2.656	0.027306	0.10497	-4.1433
PRAF2	0.26817	4.9349	2.656	0.027307	0.10497	-4.1434
ZNF91	-0.27852	6.4346	-2.655	0.02735	0.10509	-4.145
PPP1CB	0.30305	7.0412	2.6545	0.027372	0.10512	-4.1457
CAMK2G	-0.44306	6.2624	-2.654	0.027397	0.10517	-4.1467
ACTN4	-0.3746	8.3987	-2.6537	0.02741	0.10518	-4.1471
SLC6A2	0.22336	4.9104	2.6526	0.027455	0.1053	-4.1488
RTEL1	-0.25137	7.5454	-2.651	0.027528	0.10549	-4.1514
RPS6KA3	0.46709	7.3298	2.6509	0.027531	0.10549	-4.1515
KIAA0930	-0.54562	6.4807	-2.6507	0.02754	0.10549	-4.1519
CYP24A1	0.23207	2.6007	2.6497	0.027587	0.10556	-4.1536
PDHB	-0.50208	7.676	-2.6495	0.027595	0.10556	-4.1539
GCH1	2.0017	7.1077	2.6491	0.027613	0.10556	-4.1545
BAG2	0.33717	4.0087	2.649	0.027618	0.10556	-4.1547
TMPO	-0.26452	2.8208	-2.6489	0.027619	0.10556	-4.1547
SLC7A11	1.1431	8.6911	2.6481	0.027657	0.10565	-4.1561
SUCO	0.59596	4.7375	2.6469	0.027708	0.1058	-4.1579
TGFBR3	0.45399	4.1273	2.6438	0.027848	0.10629	-4.163
PCNT	-0.2523	5.6505	-2.6431	0.027876	0.10635	-4.164
ZNF646	-0.27271	5.9905	-2.6429	0.027889	0.10635	-4.1645
NREP	-1.054	6.2187	-2.6392	0.028051	0.10691	-4.1702
PSMB1	0.53247	9.6623	2.6391	0.028059	0.10691	-4.1705
CEACAM1	0.25313	4.9954	2.6384	0.02809	0.10698	-4.1716
CLIP1	0.64274	7.6825	2.6375	0.028129	0.10707	-4.173
DNM1	-0.23112	6.5092	-2.6366	0.028171	0.10718	-4.1745
SPINK2	-0.24858	5.3348	-2.6364	0.028182	0.10718	-4.1749
JUP	-0.61274	7.5754	-2.6354	0.028227	0.10731	-4.1765
SCFD1	0.38887	5.7905	2.6349	0.028245	0.10733	-4.1771
ITK	1.2239	4.1034	2.6345	0.028268	0.10734	-4.1779
KCNJ13	0.19468	2.9114	2.6342	0.028278	0.10734	-4.1783
LAMA2	0.36066	4.8515	2.634	0.028286	0.10734	-4.1786
FAM110B	0.38	4.3024	2.6333	0.028318	0.10736	-4.1797
MME	0.25393	6.4032	2.6332	0.028326	0.10736	-4.18
SIRPA	-0.2627	6.4456	-2.6331	0.028327	0.10736	-4.18
PMS2P1	-0.32616	5.0804	-2.6328	0.028344	0.10737	-4.1806
DUSP6	1.5833	9.5797	2.6318	0.028388	0.10749	-4.1821
CYP2C8	0.23442	3.3591	2.6302	0.028462	0.10773	-4.1848
NPRL3	-0.2716	5.6792	-2.6293	0.028501	0.10779	-4.1861
ITM2A	1.9055	3.5564	2.6293	0.028503	0.10779	-4.1862
NBEAL2	-0.40726	5.7727	-2.6282	0.028551	0.10792	-4.1879
DHFR	-0.22982	3.3606	-2.6255	0.028677	0.10835	-4.1923
ICAM3	0.74549	6.7492	2.6242	0.028735	0.10852	-4.1943
TEX30	0.48278	5.6828	2.623	0.02879	0.10868	-4.1962
HMGN4	0.45036	7.0901	2.6226	0.02881	0.10871	-4.1969
HN1L	-0.27455	4.6109	-2.6216	0.028855	0.10877	-4.1984
TGFBI	-0.98017	10.015	-2.6214	0.028864	0.10877	-4.1987
EXPH5	0.19272	3.9397	2.6214	0.028864	0.10877	-4.1988
GPKOW	-0.24536	6.8651	-2.6192	0.028967	0.10902	-4.2023
CD36	-1.3165	4.7842	-2.6192	0.028967	0.10902	-4.2023
GPC1	0.21451	6.3447	2.6192	0.028968	0.10902	-4.2023
NAP1L3	0.32731	2.8522	2.6181	0.029021	0.10917	-4.2042
ZFAND5	0.37958	8.3234	2.6172	0.029062	0.10928	-4.2056
STX16	-0.38252	6.6043	-2.6167	0.029083	0.10931	-4.2063
FANCA	0.25385	6.1805	2.6153	0.029152	0.10945	-4.2086
HDHD1	-0.4518	7.1643	-2.6151	0.029157	0.10945	-4.2088
RAD23A	-0.31226	7.927	-2.6151	0.029158	0.10945	-4.2088
MARK3	0.36952	7.4978	2.6147	0.02918	0.10948	-4.2096
SP2	-0.38876	6.764	-2.6144	0.029191	0.10948	-4.21
TDP2	0.70987	9.8657	2.6135	0.029232	0.10954	-4.2114
ELAVL4	0.35618	3.6024	2.6135	0.029234	0.10954	-4.2115
GLIPR1	-0.33105	7.562	-2.6132	0.02925	0.10956	-4.212
MTRR	0.43759	4.6576	2.6119	0.029307	0.10969	-4.2139
TBPL1	0.49789	5.6697	2.6119	0.02931	0.10969	-4.2141
BAZ1A	0.93172	8.0085	2.6107	0.029364	0.10979	-4.2159
PRKD1	0.27045	3.3441	2.6107	0.029365	0.10979	-4.2159
MDM4	-0.29429	3.5561	-2.6096	0.029418	0.10994	-4.2177
RBBP6	0.4778	5.6534	2.6088	0.029454	0.11003	-4.2189
C21orf2	-0.27321	6.3636	-2.6072	0.029529	0.11026	-4.2215
CUL2	0.40732	4.1457	2.605	0.029635	0.11061	-4.225
PCSK7	-0.18615	6.419	-2.6045	0.029661	0.11066	-4.2259
GTF2H5	-0.52465	6.3502	-2.6036	0.029703	0.11077	-4.2273
FERMT2	1.1831	5.9282	2.6031	0.029727	0.11081	-4.2281
SPTAN1	-0.47196	6.4828	-2.6016	0.029797	0.11098	-4.2305
SPTA1	0.2851	3.0915	2.6011	0.029822	0.11098	-4.2313
SARAF	-0.46651	8.6967	-2.6011	0.029823	0.11098	-4.2314
SDHC	-0.33518	7.9041	-2.6011	0.029823	0.11098	-4.2314
EMX1	-0.25554	5.3584	-2.6004	0.029854	0.11104	-4.2324
SEPHS2	-0.71259	7.6626	-2.5989	0.029926	0.11126	-4.2348
TRAF6	0.30513	6.2813	2.5987	0.029938	0.11126	-4.2352
PVR	-0.27861	5.9527	-2.5977	0.029983	0.11135	-4.2367
UHRF2	0.36236	4.2248	2.5977	0.029987	0.11135	-4.2368
ATG2A	-0.27114	6.9123	-2.5966	0.030037	0.11148	-4.2384
DTX2P1-UPK3BP1-PMS2P11	-0.42103	8.5648	-2.595	0.030113	0.1117	-4.241
NPHP1	0.26367	3.1385	2.5949	0.03012	0.1117	-4.2412
SSRP1	-0.32705	7.1636	-2.5912	0.030299	0.11231	-4.2471
FZD5	0.23695	3.0486	2.5907	0.030322	0.11235	-4.2479
MBD4	0.69181	8.7262	2.5901	0.030355	0.11241	-4.2489
DHRS12	-0.23689	5.2578	-2.5899	0.030363	0.11241	-4.2492
PARG	-0.56017	4.797	-2.5875	0.030482	0.11279	-4.2531
GCLM	1.2605	6.2327	2.5872	0.030495	0.11279	-4.2535
MYBL1	0.26985	2.8664	2.5865	0.030528	0.11287	-4.2546
ELOVL5	0.40419	7.0452	2.5858	0.030562	0.11295	-4.2557
DGKQ	-0.40052	5.4726	-2.5851	0.030599	0.11303	-4.2569
FAM161A	0.26187	3.0341	2.5837	0.030667	0.11324	-4.2591
LSR	-0.42427	4.0892	-2.5826	0.030721	0.11339	-4.2609
ARPC1A	0.41171	5.2449	2.5817	0.030763	0.1135	-4.2622
ADH1B	0.24385	2.9635	2.5809	0.030803	0.1136	-4.2635
RPS16	0.31735	11.32	2.5803	0.030834	0.11364	-4.2645
HSPD1	0.8268	9.5842	2.58	0.03085	0.11364	-4.2651
ATP9A	0.22586	5.305	2.5799	0.030855	0.11364	-4.2652
CD300A	0.96682	7.4328	2.5789	0.030904	0.11377	-4.2668
RPL22	0.20512	9.5956	2.5782	0.03094	0.11378	-4.2679
MYO6	0.29439	3.2282	2.5781	0.030941	0.11378	-4.268
GIPC1	-0.57367	6.7584	-2.578	0.030949	0.11378	-4.2682
CCNA2	0.24437	5.1991	2.5778	0.030959	0.11378	-4.2686
PEX7	-0.62345	4.5733	-2.5767	0.031012	0.11393	-4.2703
PCBP1	-0.40054	9.6929	-2.5763	0.031034	0.11396	-4.271
ERC1	-0.23175	5.8656	-2.5754	0.031075	0.11406	-4.2723
SORT1	0.33273	4.6757	2.5751	0.031094	0.11408	-4.2729
VGLL4	-0.3848	5.7779	-2.5744	0.031129	0.11411	-4.274
CDK20	0.37415	5.5509	2.5744	0.031129	0.11411	-4.274
POP1	-0.27964	5.1278	-2.5723	0.031234	0.11442	-4.2774
PRKAR2B	0.50997	3.2957	2.5722	0.03124	0.11442	-4.2775
BLCAP	-0.39351	7.4092	-2.5699	0.031352	0.11479	-4.2811
BEAN1	0.24059	4.6648	2.5695	0.031375	0.11482	-4.2818
MAN2A1	0.46348	7.1742	2.5681	0.031443	0.11502	-4.284
TAF5L	0.32355	6.134	2.567	0.031499	0.11518	-4.2858
SLC25A13	0.79544	6.2978	2.5651	0.031598	0.11549	-4.2889
ATP6V0E2	-0.36243	6.6243	-2.5639	0.031659	0.11562	-4.2908
RPN1	0.32313	7.5481	2.5638	0.031662	0.11562	-4.2909
RRP8	0.26169	4.3885	2.5623	0.031737	0.11585	-4.2933
SERPINB6	-0.59071	7.8141	-2.5612	0.031795	0.11601	-4.2951
ZKSCAN7	-0.2626	3.0281	-2.5608	0.031812	0.11603	-4.2956
MARK2	-0.31651	4.539	-2.5602	0.031846	0.11607	-4.2967
PRPF18	0.46578	6.0043	2.5601	0.031852	0.11607	-4.2968
NF1	0.25251	2.4395	2.5598	0.031867	0.11608	-4.2973
PSMA4	0.36994	8.4853	2.5589	0.031909	0.11618	-4.2986
SMARCA1	0.33659	3.9147	2.558	0.03196	0.11632	-4.3002
C8B	-0.26976	4.5651	-2.5573	0.031996	0.1164	-4.3013
PPEF1	0.31791	3.2535	2.5566	0.032031	0.11648	-4.3024
CLUAP1	-0.2552	4.294	-2.5559	0.032067	0.11656	-4.3035
VAT1	-0.73849	9.3195	-2.5554	0.032093	0.1166	-4.3044
AKAP17A	-0.29971	7.1626	-2.5552	0.032104	0.1166	-4.3047
CUL7	-0.21695	7.0723	-2.5532	0.032207	0.11692	-4.3079
GHITM	0.41372	7.0615	2.5516	0.032286	0.11716	-4.3103
API5	-0.3468	3.8165	-2.5512	0.032307	0.11719	-4.311
PCDH9	0.27333	4.3573	2.5509	0.032324	0.1172	-4.3115
DMXL2	-0.71947	8.1121	-2.55	0.032371	0.11732	-4.3129
GJA5	0.24938	5.1892	2.5496	0.032391	0.11734	-4.3135
KCNN4	1.2498	6.4314	2.549	0.032426	0.11742	-4.3146
ATP5S	-0.45603	5.7522	-2.5458	0.032592	0.11794	-4.3197
KCNK2	0.21087	3.1288	2.5457	0.032598	0.11794	-4.3198
DEAF1	-0.31189	5.3616	-2.5445	0.03266	0.11812	-4.3217
PRKAG1	-0.35096	7.7094	-2.5442	0.032675	0.11812	-4.3222
AKR1A1	-0.71606	9.1936	-2.5437	0.0327	0.11813	-4.323
ARNTL	0.34996	5.3694	2.5436	0.032704	0.11813	-4.3231
CO9	1.6741	4.958	2.5423	0.032772	0.11829	-4.3251
TRH	0.22489	6.0423	2.5421	0.032787	0.11829	-4.3256
MSH2	-0.58539	4.2832	-2.5419	0.032793	0.11829	-4.3258
EIF2B4	-0.25492	6.7435	-2.5417	0.032805	0.11829	-4.3261
PIK3CB	0.51005	6.5957	2.5415	0.032817	0.11829	-4.3265
MEIS2	0.24803	3.3655	2.5411	0.03284	0.11832	-4.3272
PPIH	-0.46095	6.4862	-2.5405	0.032868	0.11837	-4.328
CETN3	-0.44877	4.5808	-2.5403	0.03288	0.11837	-4.3284
PRKAR2A	-0.49132	5.0626	-2.5398	0.032904	0.1184	-4.3291
GPD2	0.62498	4.3294	2.5387	0.032962	0.11854	-4.3309
SEMA3C	1.6049	6.2364	2.5384	0.032979	0.11854	-4.3314
CD84	-0.22697	5.0068	-2.5384	0.032982	0.11854	-4.3315
MSL1	-0.3329	6.8455	-2.538	0.032999	0.11855	-4.332
BTF3	0.27803	8.6937	2.5342	0.033206	0.11924	-4.3382
CAND2	0.30593	4.0332	2.5335	0.033238	0.11931	-4.3392
ATP5A1	-0.84873	8.1546	-2.5303	0.033411	0.11981	-4.3443
BZRAP1	0.24325	4.329	2.53	0.033429	0.11981	-4.3448
CCS	-0.24558	6.3654	-2.5299	0.033435	0.11981	-4.345
SYT11	0.26429	4.4148	2.5297	0.033446	0.11981	-4.3453
CTCF	-0.39453	7.2292	-2.5295	0.033456	0.11981	-4.3456
FOXO3	0.64744	8.2082	2.5292	0.033472	0.11981	-4.3461
TRAF1	1.1843	7.8495	2.529	0.033481	0.11981	-4.3464
ITGB8	0.38553	3.5423	2.5289	0.033488	0.11981	-4.3466
PTPRJ	0.22981	5.6409	2.526	0.033643	0.12031	-4.3512
LPCAT1	-0.62157	7.4179	-2.5253	0.033684	0.12038	-4.3524
HYAL2	-0.25362	7.4735	-2.5252	0.033689	0.12038	-4.3525
PON2	-0.31599	3.6752	-2.5243	0.033733	0.12048	-4.3538
HIST1H2BM	0.33061	7.6268	2.524	0.033754	0.12051	-4.3544
CELA2B	0.23315	6.6465	2.5229	0.03381	0.12066	-4.3561
HCRTR1	-0.31234	6.6058	-2.5218	0.033873	0.12082	-4.3579
RPL37	0.29063	11.195	2.5216	0.033883	0.12082	-4.3582
HLA-A	-0.31486	12.161	-2.5211	0.033907	0.12083	-4.3589
HIST1H2BK	0.30781	7.7148	2.521	0.033914	0.12083	-4.3591
MTDH	0.28132	7.6078	2.5198	0.033982	0.12099	-4.3611
FGF7	0.1852	2.5505	2.5197	0.033988	0.12099	-4.3613
ARHGDIB	-0.58796	9.5618	-2.5184	0.034056	0.12118	-4.3633
ABCG1	1.3231	6.3119	2.5158	0.034201	0.12165	-4.3675
CLPP	-0.38755	7.1016	-2.5135	0.034328	0.12196	-4.3712
DDX18	-0.27888	6.4275	-2.5134	0.03433	0.12196	-4.3712
ZCCHC14	0.60756	7.7178	2.5134	0.034332	0.12196	-4.3713
AUH	-0.71426	4.7819	-2.5121	0.034404	0.12217	-4.3733
ZNF22	-0.41798	5.9462	-2.5115	0.034435	0.12222	-4.3742
RP11-348B17.1	0.25644	4.5553	2.5113	0.034445	0.12222	-4.3745
YWHAH	0.60661	10.395	2.5105	0.034493	0.12232	-4.3759
LGALS1	0.43826	11.884	2.5101	0.034515	0.12232	-4.3765
TRPM1	0.36574	3.2371	2.5101	0.034516	0.12232	-4.3766
CAPN5	-0.2744	5.1202	-2.5097	0.034536	0.12232	-4.3771
HPS1	-0.23579	7.0207	-2.5095	0.034547	0.12232	-4.3775
TRIOBP	-0.35104	7.8124	-2.5093	0.03456	0.12232	-4.3778
IQCK	-0.64337	5.0913	-2.5063	0.034726	0.12286	-4.3826
RYK	0.31396	4.477	2.5059	0.034748	0.12288	-4.3832
SENP5	0.3153	5.102	2.5057	0.03476	0.12288	-4.3835
OLIG2	0.84765	4.0434	2.5052	0.034787	0.1229	-4.3843
KLRG1	0.20836	2.4637	2.5051	0.034794	0.1229	-4.3845
RPL38	0.2361	11.768	2.5037	0.034873	0.12313	-4.3868
STX11	0.88468	7.6316	2.5032	0.034899	0.12317	-4.3875
CLASP1	-0.24103	6.8872	-2.5024	0.034945	0.12328	-4.3888
HSPA4	-0.30029	5.4278	-2.5016	0.034987	0.12333	-4.39
MX1	-0.91495	7.8161	-2.5016	0.034988	0.12333	-4.39
SCAI	0.27804	3.2994	2.5012	0.035011	0.12336	-4.3907
BCAP31	-0.41966	10.387	-2.501	0.035024	0.12336	-4.391
VASH1	-0.26779	6.4492	-2.5006	0.035046	0.12338	-4.3917
IDO1	1.2309	6.5708	2.4997	0.035097	0.12351	-4.3931
CCR4	0.339	4.3342	2.4995	0.035109	0.12351	-4.3934
AASDHPPT	-0.70018	6.8911	-2.499	0.035136	0.12351	-4.3942
MYOZ3	0.22663	5.4956	2.4988	0.035146	0.12351	-4.3945
DBT	0.23893	3.5032	2.4987	0.035153	0.12351	-4.3947
VBP1	0.49936	7.5473	2.4951	0.035354	0.12417	-4.4003
PMCH	0.21071	3.3649	2.4948	0.035373	0.12418	-4.4008
GPR126	0.24199	3.3062	2.4913	0.035575	0.12484	-4.4065
ICMT	-0.27626	6.9296	-2.4907	0.035606	0.12488	-4.4074
FRK	0.25095	2.7354	2.4906	0.035615	0.12488	-4.4076
CXCL13	1.2785	4.0768	2.4895	0.035674	0.12496	-4.4092
SLC7A5	1.6644	8.3465	2.4894	0.035679	0.12496	-4.4094
WSB1	0.52721	6.9472	2.4894	0.035682	0.12496	-4.4095
ABHD5	0.33182	3.2576	2.4889	0.035708	0.125	-4.4102
XCL1	0.25084	2.5719	2.4886	0.035725	0.12501	-4.4107
CDC25B	-0.40593	7.594	-2.488	0.035763	0.12509	-4.4117
MORC2	-0.24661	5.5051	-2.4862	0.035863	0.12538	-4.4145
FZD6	0.2126	3.3651	2.486	0.035875	0.12538	-4.4148
ACR	-0.23336	5.8686	-2.4856	0.035902	0.12542	-4.4155
ARF4	0.43281	9.4311	2.4853	0.03592	0.12543	-4.416
SUMO3	-0.30339	9.3738	-2.4849	0.03594	0.12543	-4.4166
PSIP1	-0.69195	4.6543	-2.4848	0.035947	0.12543	-4.4168
PCBP3	-0.30058	8.6391	-2.4845	0.035966	0.12544	-4.4173
CXCL12	-0.32542	4.0338	-2.4841	0.035986	0.12546	-4.4179
ENOX2	-0.45376	4.4206	-2.483	0.036052	0.12564	-4.4197
DYRK1B	-0.22596	7.1596	-2.4826	0.036074	0.12567	-4.4203
TAGLN2	0.73085	10.553	2.4797	0.036241	0.12619	-4.4248
PRR4	-0.192	4.8581	-2.4795	0.036253	0.12619	-4.4252
ISCA1	0.35905	6.4086	2.4791	0.036276	0.12622	-4.4258
MBOAT7	-0.42769	7.7639	-2.4789	0.03629	0.12622	-4.4262
RORA	0.25831	2.7726	2.4777	0.036357	0.12638	-4.428
AIRE	-0.31252	5.7471	-2.4775	0.036368	0.12638	-4.4283
YWHAB	-0.4468	9.9884	-2.4773	0.03638	0.12638	-4.4286
IL1RL1	0.18254	5.7895	2.4761	0.036453	0.12658	-4.4306
CHMP7	-0.22638	6.5714	-2.4758	0.03647	0.12659	-4.4311
ISCU	-0.55187	9.1287	-2.4752	0.036504	0.12665	-4.432
FTL	-0.23096	13.078	-2.4749	0.036525	0.12668	-4.4326
TACC2	0.27566	3.5672	2.4738	0.036588	0.12681	-4.4343
VWA8	0.24798	5.7752	2.4737	0.036593	0.12681	-4.4344
NAPA	-0.8015	8.2929	-2.4724	0.036672	0.12703	-4.4365
RAB33A	0.24932	5.3016	2.4714	0.036729	0.12718	-4.4381
RABGAP1L	-0.76394	5.5651	-2.4706	0.036778	0.1273	-4.4394
LSM4	-0.25798	6.4942	-2.4693	0.036853	0.12751	-4.4414
SLC17A3	0.2295	4.5428	2.4689	0.036878	0.12754	-4.4421
POLR2J	-0.40685	8.2015	-2.4683	0.036911	0.1276	-4.4429
GABRG2	0.25109	5.6107	2.4669	0.036994	0.12784	-4.4452
HTRA1	-1.0501	6.5737	-2.4656	0.037075	0.12807	-4.4473
GAL	0.48498	4.2096	2.4629	0.037231	0.12856	-4.4515
PSMC4	-0.50189	6.8441	-2.4626	0.037252	0.12858	-4.452
NR2F1	0.19553	4.1762	2.4622	0.037274	0.1286	-4.4526
WDR7	-0.92825	6.8535	-2.4614	0.037324	0.12872	-4.4539
PDAP1	-0.4944	6.2979	-2.4599	0.037412	0.12897	-4.4563
RPRD2	-0.27196	5.8971	-2.4579	0.037535	0.12935	-4.4595
AARS	0.37114	7.6498	2.4552	0.037697	0.12985	-4.4638
TBC1D22A	-0.50706	8.027	-2.4534	0.03781	0.13019	-4.4667
UBN1	0.19808	7.0249	2.4516	0.037916	0.1305	-4.4695
RLBP1	0.1968	5.8524	2.4513	0.037934	0.13051	-4.4699
ADH5	-0.65763	4.4183	-2.4502	0.038	0.13069	-4.4717
LYST	0.56929	6.3788	2.4495	0.038047	0.1308	-4.4729
MAN2A2	-0.52698	7.2373	-2.4488	0.038085	0.13087	-4.4739
SLC33A1	-0.35082	6.5165	-2.4486	0.038102	0.13088	-4.4743
CTSL	0.74489	11.835	2.4479	0.038142	0.13092	-4.4753
EDNRA	0.21032	3.4549	2.4479	0.038143	0.13092	-4.4754
RPL11	0.27479	11.303	2.4473	0.03818	0.13096	-4.4763
ABCB9	0.32309	5.8195	2.4472	0.038185	0.13096	-4.4764
ACOX1	-0.36332	5.7821	-2.4469	0.038204	0.13097	-4.477
DOCK9	0.18653	2.6013	2.4465	0.038231	0.13098	-4.4777
MAP2K3	1.0554	8.132	2.4464	0.038236	0.13098	-4.4778
MMP11	0.19018	5.9774	2.4459	0.038267	0.13103	-4.4786
