ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:2000551	regulation of T-helper 2 cell cytokine production	4/2551	11/18670	0.05181	0.121	0.07374	NLRP3/RSAD2/IFNA2/XCL1	4
BP	GO:2000786	positive regulation of autophagosome assembly	4/2551	11/18670	0.05181	0.121	0.07374	RAB3GAP1/PIP4K2B/PIP4K2A/SH3GLB1	4
BP	GO:2001204	regulation of osteoclast development	4/2551	11/18670	0.05181	0.121	0.07374	TYROBP/NOTCH2/ATP6AP1/TNFSF11	4
BP	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	4/2551	11/18670	0.05181	0.121	0.07374	PPP2R1A/INHBA/WWOX/NF1	4
BP	GO:0140056	organelle localization by membrane tethering	31/2551	169/18670	0.05192	0.1212	0.07386	STXBP2/PSEN2/PPP2R1A/STX3/TUBB/VPS11/STX6/HAUS7/ESYT1/PLEK/DCTN3/HSP90AA1/UNC13B/RABEPK/VTI1B/NINL/VPS45/VAMP8/EXOC6B/STX10/DYNC1H1/STX8/PCNT/SCFD1/STX16/NPHP1/PRKAR2B/STX11/CLASP1/CDK1/CKAP5	31
BP	GO:0006691	leukotriene metabolic process	8/2551	31/18670	0.05218	0.1216	0.07416	ABCC1/SYK/MGST2/LTC4S/ALOX5/ALOX15/ALOX5AP/CYP4F2	8
BP	GO:0009394	2'-deoxyribonucleotide metabolic process	8/2551	31/18670	0.05218	0.1216	0.07416	NUDT1/ADA/ADK/SAMHD1/DUT/TBPL1/MBD4/DGUOK	8
BP	GO:0010543	regulation of platelet activation	8/2551	31/18670	0.05218	0.1216	0.07416	SYK/PLEK/PRKCQ/PDGFB/PRKCD/PDGFA/FGG/CEACAM1	8
BP	GO:0032890	regulation of organic acid transport	13/2551	59/18670	0.0525	0.1223	0.07458	MIF/AKT1/PER2/RAB3GAP1/THBS1/SYK/TNFSF11/ARL6IP1/AKT2/RGS2/TRH/TNFRSF11A/CYP4F2	13
BP	GO:0010613	positive regulation of cardiac muscle hypertrophy	10/2551	42/18670	0.05281	0.123	0.075	IGF1/NR4A3/PIN1/ROCK1/PTK2/MTOR/PARP2/PARP1/MEF2A/ROCK2	10
BP	GO:0099173	postsynapse organization	30/2551	163/18670	0.05309	0.1236	0.07534	EPHB2/HDAC6/CHMP2B/PRNP/ARF6/FYN/CFL1/IL1RAP/RER1/NDRG1/ARC/ZNF804A/CDC42/FNTA/ADAM10/NRP2/LGMN/EPHA7/NEFH/CAPRIN1/HOMER1/ARHGAP22/ZNF365/DLG4/SLC7A11/ARF4/PTN/EPHA4/CTNND2/FRMPD4	30
BP	GO:1902600	proton transmembrane transport	30/2551	163/18670	0.05309	0.1236	0.07534	ATP6V0A1/PHB2/ATP6V0C/CYC1/ATP1A1/TCIRG1/UCP2/ATP2A3/ATP6V1A/SPHK2/PPIF/ATP6AP1/SURF1/NDUFS7/ATP6V1B2/ATP6V1G1/ATP7A/COX5A/NNT/ATP6V1H/ATP6V1D/ATP6V1E1/COX7A2/UCP3/SLC9A3/ACTN4/ATP6V0E2/SLC33A1/TMSB4X/ATP6V0D1	30
BP	GO:0062014	negative regulation of small molecule metabolic process	21/2551	107/18670	0.05353	0.1246	0.07593	FBP1/TP53/ATP2B4/AKT1/WDTC1/DDIT4/ADIPOQ/CRY1/PPIF/FAM3A/CLK2/PLEK/GSK3A/SCAP/RHOA/PARP1/BMP5/CEACAM1/GFI1/PPARA/CYP27B1	21
BP	GO:0009247	glycolipid biosynthetic process	14/2551	65/18670	0.05361	0.1247	0.07602	ST8SIA4/MPPE1/GPAA1/PIGQ/ST3GAL6/DPM1/ST8SIA3/PRKAA1/PGAP2/UGCG/PIGF/B3GALT2/B3GALT4/PIGL	14
BP	GO:0030048	actin filament-based movement	26/2551	138/18670	0.05369	0.1248	0.07611	MYO9B/SUN2/ATP1A1/MYO7A/ROCK1/WAS/CAV1/VIM/PDE4D/KCNQ1/SUMO1/PLN/MYO5A/SYNE2/TPM4/GPD1L/MYL6B/MYO1E/MYH9/KCNJ5/NEDD4L/ACTN4/JUP/MYO6/GJA5/TNNI2	26
BP	GO:2000779	regulation of double-strand break repair	16/2551	77/18670	0.05471	0.1271	0.07749	MGMT/WAS/HSF1/PML/PRKDC/SPIDR/DEK/CHEK1/PARP1/DDX11/RAD51AP1/RECQL5/ZNF365/RTEL1/RAD51/KDM1A	16
BP	GO:0032412	regulation of ion transmembrane transporter activity	45/2551	260/18670	0.05471	0.1271	0.07749	EPHB2/P2RY6/GEM/PHB2/PRNP/MINK1/CRHBP/PINK1/DAPK1/KIF5B/ATP1B3/FHL1/RRAD/CAV1/IFNG/MMP9/UTRN/OXSR1/PDE4D/ARC/SPHK2/PPIF/GSTO1/WWP2/SUMO1/PLN/MYO5A/PTAFR/HTT/ATP7A/RASGRF1/STIM1/CAPN1/RGS9/HOMER1/GPD1L/VAMP2/DNM2/CCL2/NEDD4L/DLG4/ACTN4/YWHAH/GAL/TMSB4X	45
BP	GO:0055013	cardiac muscle cell development	18/2551	89/18670	0.05473	0.1271	0.0775	IGF1/PIN1/VEGFA/AKAP13/CXADR/GSK3A/MTOR/SRF/CSRP3/PARP2/YY1/MEF2A/LMNA/RGS2/PPARA/CCNB1/CDK1/ALPK3	18
BP	GO:0098659	inorganic cation import across plasma membrane	17/2551	83/18670	0.05483	0.1272	0.07755	PRNP/ATP2B4/FYN/ATP1A1/HFE/ATP1B3/IFNG/SLC12A2/SLC39A8/KCNJ9/KCNJ15/SLC9A3/KCNJ5/KCNJ13/ISCU/KCNJ10/SLC12A1	17
BP	GO:0099587	inorganic ion import across plasma membrane	17/2551	83/18670	0.05483	0.1272	0.07755	PRNP/ATP2B4/FYN/ATP1A1/HFE/ATP1B3/IFNG/SLC12A2/SLC39A8/KCNJ9/KCNJ15/SLC9A3/KCNJ5/KCNJ13/ISCU/KCNJ10/SLC12A1	17
BP	GO:0006700	C21-steroid hormone biosynthetic process	7/2551	26/18670	0.05497	0.1272	0.07755	ADM/STARD3/BMP6/AKR1B1/FSHB/BMP5/DGKQ	7
BP	GO:0010758	regulation of macrophage chemotaxis	7/2551	26/18670	0.05497	0.1272	0.07755	CMKLR1/MIF/MAPK3/C5/THBS1/MAPK14/CSF1	7
BP	GO:0050926	regulation of positive chemotaxis	7/2551	26/18670	0.05497	0.1272	0.07755	VEGFB/VEGFA/AZU1/F3/CXCL8/CCR4/CXCL12	7
BP	GO:0071377	cellular response to glucagon stimulus	7/2551	26/18670	0.05497	0.1272	0.07755	ADCY3/GCGR/ADCY9/GCG/PRKACB/PRKAR2B/PRKAR2A	7
BP	GO:0072539	T-helper 17 cell differentiation	7/2551	26/18670	0.05497	0.1272	0.07755	NLRP3/MALT1/IL12RB1/BATF/RORA/ZBTB7B/LY9	7
BP	GO:0080111	DNA demethylation	7/2551	26/18670	0.05497	0.1272	0.07755	TRIM28/APEX1/APOBEC3B/APOBEC3F/FTO/OTUD4/APOBEC3C	7
BP	GO:1903203	regulation of oxidative stress-induced neuron death	7/2551	26/18670	0.05497	0.1272	0.07755	ATF4/NR4A3/MCL1/PINK1/PARP1/CTNNB1/SLC7A11	7
BP	GO:1903579	negative regulation of ATP metabolic process	7/2551	26/18670	0.05497	0.1272	0.07755	FBP1/TP53/DDIT4/PPIF/RHOA/PARP1/PPARA	7
BP	GO:0008038	neuron recognition	11/2551	48/18670	0.05562	0.1285	0.07834	EPHB2/BSG/MEGF8/CASP3/TNFRSF21/PALLD/RTN4/ARHGAP35/NDN/ROBO1/EPHA4	11
BP	GO:0008542	visual learning	11/2551	48/18670	0.05562	0.1285	0.07834	CREB1/HRH1/ITGB1/KRAS/CTNS/MTOR/ADAM2/SLC7A11/NF1/DEAF1/MEIS2	11
BP	GO:0045933	positive regulation of muscle contraction	11/2551	48/18670	0.05562	0.1285	0.07834	ATP1A1/ADA/PTGS2/KCNQ1/ENO1/GSTO1/RHOA/SRF/PTAFR/RGS2/F2R	11
BP	GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	11/2551	48/18670	0.05562	0.1285	0.07834	BAG6/HFE/HSP90AB1/PML/RYBP/CLEC16A/UBXN1/RPS7/CSNK2A1/GIPC1/RPL11	11
BP	GO:0015931	nucleobase-containing compound transport	42/2551	241/18670	0.0563	0.1285	0.07837	SUPT6H/NUP50/SRSF7/HHEX/KHSRP/DHX9/ABCD1/SFPQ/ZC3H3/SLC25A6/HSF1/EIF4A3/ARC/YTHDC1/EIF6/MCM3AP/SLC35D2/KIF5C/UPF1/CPSF4/TERF2/DDX19B/TST/HNRNPA1/MX2/SNUPN/SMG5/RAE1/EIF4E/RAN/RPS15/SYMPK/NXF1/TPR/XPOT/NPM1/CETN3/SLC33A1/SLC29A1/RRS1/CKAP5/U2AF1	42
BP	GO:0042593	glucose homeostasis	42/2551	241/18670	0.0563	0.1285	0.07837	NMB/RAB11B/PYGL/HK2/PPARG/AKT1/CEBPA/CDK16/KIF5B/TRA2B/LRP1/ADIPOQ/CRY1/CPB2/XBP1/HMGN3/GAS6/ADIPOR2/IRS1/ZBTB20/GCGR/SRF/UNC13B/CSRP3/STK11/BAD/MAP4K4/GCG/PRKAA1/FOXK2/NADK/FOXA2/MEN1/PDK2/SLC2A4/PIK3R2/GCLM/FOXO3/LGALS1/FABP5/RAC1/RBP4	42
BP	GO:0001977	renal system process involved in regulation of blood volume	5/2551	16/18670	0.05651	0.1285	0.07837	GAS6/PDGFB/GJA5/CYP4F2/F2R	5
BP	GO:0002295	T-helper cell lineage commitment	5/2551	16/18670	0.05651	0.1285	0.07837	STAT6/MTOR/IL12RB1/BATF/LY9	5
BP	GO:0002475	antigen processing and presentation via MHC class Ib	5/2551	16/18670	0.05651	0.1285	0.07837	CD1C/CD1A/AP3D1/HLA-A/CD1E	5
BP	GO:0003222	ventricular trabecula myocardium morphogenesis	5/2551	16/18670	0.05651	0.1285	0.07837	RBPJ/ENG/MED1/UBE4B/TGFB2	5
BP	GO:0007567	parturition	5/2551	16/18670	0.05651	0.1285	0.07837	MAFF/CYP1A1/HPGD/PTAFR/ARNTL	5
BP	GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process	5/2551	16/18670	0.05651	0.1285	0.07837	NME3/NME4/CAD/NME5/UCKL1	5
BP	GO:0010225	response to UV-C	5/2551	16/18670	0.05651	0.1285	0.07837	TP53/HMGN1/BAK1/YY1/MAP3K4	5
BP	GO:0010875	positive regulation of cholesterol efflux	5/2551	16/18670	0.05651	0.1285	0.07837	PLTP/LRP1/ADIPOQ/GPS2/ABCG1	5
BP	GO:0016114	terpenoid biosynthetic process	5/2551	16/18670	0.05651	0.1285	0.07837	RBP1/CYP1A1/FDPS/ALDH1A3/HMGCS2	5
BP	GO:0030033	microvillus assembly	5/2551	16/18670	0.05651	0.1285	0.07837	EZR/RAPGEF2/RAP2A/PLD1/RDX	5
BP	GO:0030397	membrane disassembly	5/2551	16/18670	0.05651	0.1285	0.07837	NEK9/CTDNEP1/NDEL1/CCNB1/CDK1	5
BP	GO:0031269	pseudopodium assembly	5/2551	16/18670	0.05651	0.1285	0.07837	CDC42EP3/CCR7/CDC42/CDC42EP1/CDC42EP4	5
BP	GO:0031958	corticosteroid receptor signaling pathway	5/2551	16/18670	0.05651	0.1285	0.07837	NR3C1/CRY1/ARID1A/ARNTL/YWHAH	5
BP	GO:0032695	negative regulation of interleukin-12 production	5/2551	16/18670	0.05651	0.1285	0.07837	CMKLR1/ACP5/ARRB2/THBS1/SLAMF1	5
BP	GO:0033631	cell-cell adhesion mediated by integrin	5/2551	16/18670	0.05651	0.1285	0.07837	ITGB1/ADA/SWAP70/PIEZO1/CXCL13	5
BP	GO:0042447	hormone catabolic process	5/2551	16/18670	0.05651	0.1285	0.07837	SPP1/SRD5A1/ACE/YWHAH/DIO2	5
BP	GO:0043217	myelin maintenance	5/2551	16/18670	0.05651	0.1285	0.07837	AKT1/ABCD1/NDRG1/CLU/AKT2	5
BP	GO:0044794	positive regulation by host of viral process	5/2551	16/18670	0.05651	0.1285	0.07837	CSF1R/CFL1/VAPA/PC/YTHDC2	5
BP	GO:0050711	negative regulation of interleukin-1 secretion	5/2551	16/18670	0.05651	0.1285	0.07837	IL1R2/TNFAIP3/NLRP3/PML/GAS6	5
BP	GO:0050774	negative regulation of dendrite morphogenesis	5/2551	16/18670	0.05651	0.1285	0.07837	RAPGEF2/ID1/GORASP1/TLX2/YWHAH	5
BP	GO:0051081	nuclear envelope disassembly	5/2551	16/18670	0.05651	0.1285	0.07837	NEK9/CTDNEP1/NDEL1/CCNB1/CDK1	5
BP	GO:0051238	sequestering of metal ion	5/2551	16/18670	0.05651	0.1285	0.07837	S100A8/AP3D1/S100A9/FTH1/FTL	5
BP	GO:0051444	negative regulation of ubiquitin-protein transferase activity	5/2551	16/18670	0.05651	0.1285	0.07837	ABL1/MAD2L1/RPS7/BAG2/RPL11	5
BP	GO:0051571	positive regulation of histone H3-K4 methylation	5/2551	16/18670	0.05651	0.1285	0.07837	DNMT1/MYB/SNW1/CTNNB1/GCG	5
BP	GO:0055012	ventricular cardiac muscle cell differentiation	5/2551	16/18670	0.05651	0.1285	0.07837	RXRA/MEF2A/LMNA/CCNB1/CDK1	5
BP	GO:0070293	renal absorption	5/2551	16/18670	0.05651	0.1285	0.07837	ADIPOQ/KCNQ1/MAGED2/GAS6/HYAL2	5
BP	GO:0070863	positive regulation of protein exit from endoplasmic reticulum	5/2551	16/18670	0.05651	0.1285	0.07837	SAR1A/TM9SF4/EDEM1/SEC16A/BCAP31	5
BP	GO:0071871	response to epinephrine	5/2551	16/18670	0.05651	0.1285	0.07837	SRD5A1/ATP2B4/ADIPOQ/PDE4D/KCNQ1	5
BP	GO:0090083	regulation of inclusion body assembly	5/2551	16/18670	0.05651	0.1285	0.07837	DNAJB1/HSF1/CLU/HSPA1B/SACS	5
BP	GO:0090153	regulation of sphingolipid biosynthetic process	5/2551	16/18670	0.05651	0.1285	0.07837	TNFRSF1A/NSMAF/SPHK2/PRKCD/PRKAA1	5
BP	GO:1905038	regulation of membrane lipid metabolic process	5/2551	16/18670	0.05651	0.1285	0.07837	TNFRSF1A/NSMAF/SPHK2/PRKCD/PRKAA1	5
BP	GO:2000303	regulation of ceramide biosynthetic process	5/2551	16/18670	0.05651	0.1285	0.07837	TNFRSF1A/NSMAF/SPHK2/PRKCD/PRKAA1	5
BP	GO:2000369	regulation of clathrin-dependent endocytosis	5/2551	16/18670	0.05651	0.1285	0.07837	TNK2/DNM2/PIK3CB/SYT11/AAK1	5
BP	GO:0003014	renal system process	23/2551	120/18670	0.05656	0.1285	0.07837	GNAI2/ADCY3/PKN1/COMT/ADM/ADIPOQ/KCNQ1/MAGED2/LGMN/GAS6/RHOA/PDGFB/AKR1B1/ADCY9/PSAP/PRKACB/MYO1E/PRKAR2B/GJA5/PRKAR2A/HYAL2/CYP4F2/F2R	23
BP	GO:0006119	oxidative phosphorylation	27/2551	145/18670	0.05662	0.1285	0.07837	CYC1/PINK1/ABCD1/UQCRC1/NDUFV1/NDUFAF1/NDUFS2/PPIF/NDUFB1/SURF1/NDUFA2/NDUFS7/RHOA/ATP7A/COX5A/CYCS/PGK1/UQCR11/COX7A2/SDHC/MSH2/ISCU/NDUFC1/CCNB1/CDK1/COQ9/NDUFS3	27
BP	GO:0002029	desensitization of G protein-coupled receptor signaling pathway	6/2551	21/18670	0.05678	0.1285	0.07837	ARRB2/ADM/HTR2B/GTF2H2/DNM2/DNM1	6
BP	GO:0003177	pulmonary valve development	6/2551	21/18670	0.05678	0.1285	0.07837	TNFRSF1A/RBPJ/NOTCH2/ROBO1/TGFB2/GJA5	6
BP	GO:0006067	ethanol metabolic process	6/2551	21/18670	0.05678	0.1285	0.07837	SULT1A1/ALDH3B1/ALDH1A1/SULT2A1/ADH1B/ADH5	6
BP	GO:0006144	purine nucleobase metabolic process	6/2551	21/18670	0.05678	0.1285	0.07837	GART/ADA/APRT/MTHFD1/DPYD/KDM1A	6
BP	GO:0006907	pinocytosis	6/2551	21/18670	0.05678	0.1285	0.07837	CAV1/DOCK2/AXL/PPT1/DNM2/ACTN4	6
BP	GO:0022401	negative adaptation of signaling pathway	6/2551	21/18670	0.05678	0.1285	0.07837	ARRB2/ADM/HTR2B/GTF2H2/DNM2/DNM1	6
BP	GO:0032516	positive regulation of phosphoprotein phosphatase activity	6/2551	21/18670	0.05678	0.1285	0.07837	CD33/HSP90AB1/MTOR/ITGA1/CD300A/PPP1R12A	6
BP	GO:0032674	regulation of interleukin-5 production	6/2551	21/18670	0.05678	0.1285	0.07837	IL1RAP/PDE4D/TNFRSF21/NLRP3/IFNA2/IL1RL1	6
BP	GO:0032891	negative regulation of organic acid transport	6/2551	21/18670	0.05678	0.1285	0.07837	AKT1/THBS1/AKT2/RGS2/TRH/CYP4F2	6
BP	GO:0035743	CD4-positive, alpha-beta T cell cytokine production	6/2551	21/18670	0.05678	0.1285	0.07837	CD55/NLRP3/RSAD2/IFNA2/IL1R1/XCL1	6
BP	GO:0046132	pyrimidine ribonucleoside biosynthetic process	6/2551	21/18670	0.05678	0.1285	0.07837	NME3/UPP1/NME4/CAD/NME5/UCKL1	6
BP	GO:0061339	establishment or maintenance of monopolar cell polarity	6/2551	21/18670	0.05678	0.1285	0.07837	GBF1/SH3BP1/CDC42/RHOA/SCRIB/PRKCI	6
BP	GO:0071498	cellular response to fluid shear stress	6/2551	21/18670	0.05678	0.1285	0.07837	PTGS2/KLF4/SREBF2/MTSS1/MAPK7/NFE2L2	6
BP	GO:0090280	positive regulation of calcium ion import	6/2551	21/18670	0.05678	0.1285	0.07837	SPHK2/PDGFB/GCG/CCL2/CXCL12/CCL3	6
BP	GO:0140058	neuron projection arborization	6/2551	21/18670	0.05678	0.1285	0.07837	ROCK1/PHACTR1/ZNF365/DVL3/DLG4/PTN	6
BP	GO:1901739	regulation of myoblast fusion	6/2551	21/18670	0.05678	0.1285	0.07837	CXCL9/CD53/TNFSF14/CAPN2/MAPK14/CFLAR	6
BP	GO:1903392	negative regulation of adherens junction organization	6/2551	21/18670	0.05678	0.1285	0.07837	VEGFA/LRP1/MMP14/THBS1/BMP6/RDX	6
BP	GO:2000316	regulation of T-helper 17 type immune response	6/2551	21/18670	0.05678	0.1285	0.07837	NLRP3/MALT1/PRKCQ/IL12RB1/ZBTB7B/IL27RA	6
BP	GO:2000810	regulation of bicellular tight junction assembly	6/2551	21/18670	0.05678	0.1285	0.07837	ROCK1/IKBKB/NPHP1/FZD5/ROCK2/PRKCH	6
BP	GO:0035821	modification of morphology or physiology of other organism	30/2551	164/18670	0.0568	0.1286	0.07837	CD4/CSF1R/JUN/CHD1/GTF2B/CFL1/AZU1/RPS19/IFNG/RXRA/HDAC1/VAPA/SYK/PC/YTHDC2/IFI27/CPSF4/KPNA2/HMGN2/SCRIB/SNW1/PTX3/BAD/KPNA3/S100A9/SLPI/HYAL2/CCL3/S100A12/RRAGA	30
BP	GO:0007431	salivary gland development	9/2551	37/18670	0.05716	0.1291	0.07869	TGM2/PLXND1/XBP1/HGF/PDGFA/TGFB2/FGFR1/SEMA3C/FGF7	9
BP	GO:0021587	cerebellum morphogenesis	9/2551	37/18670	0.05716	0.1291	0.07869	ABL1/LDB1/XRCC1/ATP7A/MAP2K1/ZNF365/RORA/KIF14/LRP6	9
BP	GO:0051084	'de novo' posttranslational protein folding	9/2551	37/18670	0.05716	0.1291	0.07869	HSPA13/DNAJB1/HSPA6/HSPA8/DNAJB4/HSPA9/HSPA1B/DNAJC7/PTGES3	9
BP	GO:0051567	histone H3-K9 methylation	9/2551	37/18670	0.05716	0.1291	0.07869	DNMT1/EHMT2/SETDB1/MYB/JARID2/ARID4B/LMNA/ARID4A/KDM1A	9
BP	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	9/2551	37/18670	0.05716	0.1291	0.07869	S100A10/ABL1/CDC42/NEDD9/ARPC2/FGG/DNM2/TRIOBP/RAC1	9
BP	GO:1905314	semi-lunar valve development	9/2551	37/18670	0.05716	0.1291	0.07869	TNFRSF1A/RBPJ/ROCK1/NOTCH2/RB1/ROBO1/TGFB2/GJA5/ROCK2	9
BP	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	12/2551	54/18670	0.05761	0.1298	0.07912	ATM/ANAPC15/ZNF207/ESPL1/ANAPC5/MAD2L1/RB1/RAD21/TPR/CCNB1/CENPF/CDC6	12
BP	GO:0009066	aspartate family amino acid metabolic process	12/2551	54/18670	0.05761	0.1298	0.07912	ASNS/AHCY/GCDH/SMS/ALDH7A1/MTHFD1/AASS/CRYM/MTRR/AASDHPPT/PLOD2/MTHFR	12
BP	GO:0030042	actin filament depolymerization	12/2551	54/18670	0.05761	0.1298	0.07912	ADD1/CAPZB/CFL1/SH3BP1/PLEK/SWAP70/CAPZA1/RDX/SPTAN1/SPTA1/TRIOBP/CAPG	12
BP	GO:0030199	collagen fibril organization	12/2551	54/18670	0.05761	0.1298	0.07912	P4HA1/ATP7A/RB1/SERPINH1/ADAMTS3/CYP1B1/TGFB2/LOX/NF1/MMP11/PLOD2/LUM	12
BP	GO:0032210	regulation of telomere maintenance via telomerase	12/2551	54/18670	0.05761	0.1298	0.07912	ATM/MAPK3/PARN/PRKCQ/TERF2/HNRNPA1/CTNNB1/SMG5/XRCC5/MAP3K4/ATR/CCT5	12
BP	GO:0050994	regulation of lipid catabolic process	12/2551	54/18670	0.05761	0.1298	0.07912	AKT1/ABCD1/SCARB1/IRS1/MTOR/PRKCD/CDK4/IDH1/PRKAA1/AKT2/ABHD5/PPARA	12
BP	GO:0061005	cell differentiation involved in kidney development	12/2551	54/18670	0.05761	0.1298	0.07912	HES1/BASP1/LAMB2/MMP9/ADIPOQ/MTSS1/PDGFB/CTNNB1/STAT1/MYO1E/PRKX/SALL1	12
BP	GO:0032526	response to retinoic acid	21/2551	108/18670	0.05823	0.1311	0.07994	ATM/ABL2/PHB2/CREB1/PPARG/RXRA/ADNP2/CLK2/KLF4/MYB/YES1/BMP6/FZD7/SNW1/SETX/SREBF1/RXRB/CTSH/ASXL1/PTGES/RBP4	21
BP	GO:0021549	cerebellum development	20/2551	102/18670	0.05894	0.1327	0.08089	ATRN/NAGLU/TP53/ABL1/AIF1/LDB1/XRCC1/GART/RERE/NCSTN/ATIC/HNRNPD/ARCN1/ATP7A/MAP2K1/ZNF365/RORA/PTN/KIF14/LRP6	20
BP	GO:0120193	tight junction organization	13/2551	60/18670	0.05897	0.1327	0.0809	ROCK1/PECAM1/IKBKB/SRF/PRKCI/ARL2/ACTN4/NPHP1/FZD5/LSR/MTDH/ROCK2/PRKCH	13
BP	GO:0033500	carbohydrate homeostasis	42/2551	242/18670	0.05945	0.1337	0.08153	NMB/RAB11B/PYGL/HK2/PPARG/AKT1/CEBPA/CDK16/KIF5B/TRA2B/LRP1/ADIPOQ/CRY1/CPB2/XBP1/HMGN3/GAS6/ADIPOR2/IRS1/ZBTB20/GCGR/SRF/UNC13B/CSRP3/STK11/BAD/MAP4K4/GCG/PRKAA1/FOXK2/NADK/FOXA2/MEN1/PDK2/SLC2A4/PIK3R2/GCLM/FOXO3/LGALS1/FABP5/RAC1/RBP4	42
BP	GO:0006835	dicarboxylic acid transport	19/2551	96/18670	0.05955	0.1339	0.08161	FOLR2/PPFIA1/PER2/RAB3GAP1/GLS/SLC25A11/UNC13B/APBA1/ARL6IP1/VAMP2/PRAF2/SLC7A11/GIPC1/SLC25A13/NF1/TRH/SLC1A3/KCNJ10/SLC1A1	19
BP	GO:0010660	regulation of muscle cell apoptotic process	19/2551	96/18670	0.05955	0.1339	0.08161	IGF1/ATF4/ARRB2/DNMT1/ILK/PPARG/TP53/IFNG/HSF1/RGL2/APOH/CAPN2/HMOX1/CFLAR/CDKN2A/ADCYAP1/RBM10/NFE2L2/LRP6	19
BP	GO:0032368	regulation of lipid transport	24/2551	127/18670	0.06007	0.135	0.08229	SPP1/MIF/PPARG/AKT1/PLTP/LRP1/ADIPOQ/CRY1/THBS1/SYK/MYB/SREBF2/BMP6/PRKCD/KDM5B/TNFSF11/GPS2/AKT2/ABCG1/GAL/PPARA/TNFRSF11A/CYP4F2/HNRNPK	24
BP	GO:0051155	positive regulation of striated muscle cell differentiation	15/2551	72/18670	0.0603	0.1354	0.08252	IGF1/ARRB2/RBPJ/CXCL9/PIN1/CD53/MORF4L2/TNFSF14/MMP14/CAPN2/MTOR/MAPK14/PARP2/KAT2A/TRIM32	15
BP	GO:0051881	regulation of mitochondrial membrane potential	15/2551	72/18670	0.0603	0.1354	0.08252	PINK1/AKT1/ABCD1/ABL1/BNIP3L/CLIC1/PMAIP1/CTNS/MLLT11/BAK1/BAD/PARP1/NNT/AKT2/GCLM	15
BP	GO:0060193	positive regulation of lipase activity	15/2551	72/18670	0.0603	0.1354	0.08252	P2RY6/FLT1/ABL2/HTR2B/PLCB2/APOH/HRAS/RHOA/RHOC/PTAFR/FGFR1/ITK/ABHD5/ARF4/EDNRA	15
BP	GO:0097756	negative regulation of blood vessel diameter	17/2551	84/18670	0.06034	0.1354	0.08254	HRH1/AKT1/ADM/CAV1/HTR2B/ATP2B1/PER2/ACE/PTGS2/P2RX1/RHOA/PTAFR/FGG/CRP/GJA5/EDNRA/F2R	17
BP	GO:0006904	vesicle docking involved in exocytosis	10/2551	43/18670	0.06072	0.1359	0.08283	STXBP2/STX3/VPS11/PLEK/UNC13B/RABEPK/VTI1B/VPS45/EXOC6B/SCFD1	10
BP	GO:0010863	positive regulation of phospholipase C activity	10/2551	43/18670	0.06072	0.1359	0.08283	P2RY6/FLT1/ABL2/HTR2B/PLCB2/HRAS/PTAFR/FGFR1/ITK/EDNRA	10
BP	GO:0014742	positive regulation of muscle hypertrophy	10/2551	43/18670	0.06072	0.1359	0.08283	IGF1/NR4A3/PIN1/ROCK1/PTK2/MTOR/PARP2/PARP1/MEF2A/ROCK2	10
BP	GO:0032459	regulation of protein oligomerization	10/2551	43/18670	0.06072	0.1359	0.08283	RIOK3/HDAC6/TP53/PMAIP1/CLU/RHOC/MMP1/AIM2/SH3GLB1/MMP3	10
BP	GO:0038202	TORC1 signaling	10/2551	43/18670	0.06072	0.1359	0.08283	ATM/RRAGD/CLEC16A/MTOR/STK11/SIK3/DYRK3/NPRL3/DGKQ/RRAGA	10
BP	GO:0043616	keratinocyte proliferation	10/2551	43/18670	0.06072	0.1359	0.08283	KLF9/PPARD/NOTCH2/MED1/AREG/EREG/TP63/KRT2/PRKD1/FGF7	10
BP	GO:0071364	cellular response to epidermal growth factor stimulus	10/2551	43/18670	0.06072	0.1359	0.08283	GSTP1/AKT1/ID1/ZFP36L2/MED1/DUSP3/CFLAR/CAD/ERBB4/ZPR1	10
BP	GO:1901658	glycosyl compound catabolic process	10/2551	43/18670	0.06072	0.1359	0.08283	FUCA1/GLA/UPP1/AHCY/APOBEC3B/APOBEC3F/ADA/PNP/APOBEC3C/DPYD	10
